Sub-sector,Company Name,Year,GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Energy Consumption (MWhs),Total Water Consumption (ML),Total Waste Generated (t),Current Employees by Gender (Female %),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,Average Training Hours per Employee,Fatalities,High-consequence injuries,Recordable injuries,Recordable work-related ill health cases,Board Independence (%),Women on the Board (%),Women in Management Team (%),Anti-Corruption Training for Employees (%)
Technology Hardware and Equipment,Company_6,2024,226.7711602,793.8738636,263.688272,22653.53364,118.0296285,96.38830467,43.68692292,32.32591418,34.40416801,13.94590976,504,49.10142981,2,1,8,4,82.35653655,40.26660578,12.75224838,67.47458721
Technology Hardware and Equipment,Company_7,2020,116.4628152,927.120694,615.8791753,34143.09332,501.3730472,72.86195683,42.12096534,19.2859929,64.09198567,15.27444359,155,17.10724455,1,0,6,5,87.48322779,25.25173744,17.94322079,78.76263461
Technology Hardware and Equipment,Company_7,2021,250.3987261,669.352434,417.2558089,18138.61894,820.90857,78.52724077,32.69980597,21.65192015,47.4187532,13.15163405,676,12.60200463,1,0,7,5,90.71286311,20.59378864,11.99959605,69.32223475
Technology Hardware and Equipment,Company_7,2022,52.87807541,108.0002324,1342.937117,41523.42365,341.3886519,42.23984318,33.93651033,41.47317509,66.84125488,11.0219094,144,34.08203819,2,1,8,1,87.89332077,32.93176788,32.92614553,94.86920287
Technology Hardware and Equipment,Company_7,2023,257.3141363,842.8317689,879.165911,39946.94752,678.9422548,47.17570836,46.1165698,28.77963557,48.23249119,11.38025711,748,17.89137881,0,2,10,2,52.83159254,24.36275909,24.23817338,84.41187985
Technology Hardware and Equipment,Company_7,2024,305.7548452,965.5985098,1413.340642,30127.93124,774.9586011,97.53803069,22.01417615,20.58133765,38.31633191,16.20658108,277,43.14846022,2,0,6,1,53.00246601,29.56613259,15.6268189,90.79685038
Technology Hardware and Equipment,Company_8,2020,347.2198521,496.6436296,1051.754531,10733.16303,453.2852096,68.56507105,48.95243779,40.97214924,36.33218779,17.39760303,905,25.29648695,0,0,9,2,50.24741937,10.0913227,37.31226015,66.61285741
Technology Hardware and Equipment,Company_8,2021,183.3811731,747.4616895,728.5671362,29298.6452,969.7663739,79.36750143,47.3771835,49.14816147,44.03380898,9.022923532,274,35.10653152,1,3,4,3,94.83462747,11.34490792,22.53855425,72.77625366
Technology Hardware and Equipment,Company_8,2022,380.1583543,608.5349198,1588.630009,26062.29944,735.9349224,84.71875399,23.61293588,36.52491222,41.31301195,18.6661449,347,47.38859271,1,3,2,1,56.85779835,20.6706852,32.40575978,75.91719895
Technology Hardware and Equipment,Company_8,2023,445.1917819,965.5379178,774.2018599,49784.33393,456.3325101,61.34781856,48.36798689,12.15988402,45.07971965,13.62924046,432,20.05180345,0,1,9,5,98.64106914,21.13752188,20.54991393,89.96042661
Technology Hardware and Equipment,Company_8,2024,474.7874708,772.1306558,1895.151055,45005.35368,555.2121467,71.80253238,47.08329329,26.88772452,48.95827237,17.35496127,876,14.24528762,1,3,9,1,88.53656555,12.45865198,34.12858607,99.79077028
Technology Hardware and Equipment,Company_9,2020,250.3009236,354.3134002,961.4530286,37583.4599,634.5509275,61.91493336,46.9372058,38.03137598,60.92475133,13.7445643,159,19.66509746,2,2,2,4,96.32236669,14.29099479,26.4675552,83.40898375
Technology Hardware and Equipment,Company_9,2021,325.9482395,330.0027757,669.472549,16141.73165,722.7261462,27.45906305,29.25867639,42.87691479,57.19850271,7.768634603,234,14.45143995,0,2,8,4,53.63033568,15.37485144,23.42694484,92.72054647
Technology Hardware and Equipment,Company_9,2022,61.10923109,285.7475895,452.4105706,10010.6195,845.259647,52.61183334,44.16504286,38.13476969,43.2530069,6.516276396,296,24.53717594,0,1,10,4,85.15703506,19.01859978,19.92181838,65.82745998
Technology Hardware and Equipment,Company_9,2023,343.8336669,410.9422796,1944.728793,47696.89594,413.068773,59.61719084,38.00597278,30.83225872,36.82301103,9.930107733,931,10.1293141,1,0,3,1,60.2179343,49.53481859,15.43626559,88.16271499
Technology Hardware and Equipment,Company_9,2024,149.7988455,187.3171293,260.2048158,43714.50845,716.0542621,36.48612417,34.91777771,26.64804008,50.49926674,18.91205236,462,33.25977752,0,3,4,2,77.84131491,15.42781286,10.9696567,73.51009357
Technology Hardware and Equipment,Company_10,2020,315.7012723,951.6893553,1081.148199,37565.364,835.1069001,42.3006979,20.06053231,39.51529053,58.54200657,9.61670411,957,16.49778154,2,1,8,4,70.42067147,43.96070492,19.03259093,50.56151359
Technology Hardware and Equipment,Company_10,2021,317.8494417,742.6961376,238.0602746,23234.52367,249.0536729,80.98596738,20.66577734,15.02121006,49.12134781,7.122173404,690,26.24991257,2,1,6,5,97.22992295,38.18269821,21.71867587,52.90768574
Technology Hardware and Equipment,Company_10,2022,158.7372755,999.4417485,1803.988226,40863.82857,683.7618602,63.76623963,45.28924393,19.17467209,52.05059647,19.23388201,153,31.83191789,1,3,1,3,71.08982787,18.50387579,29.38371139,72.17662361
Technology Hardware and Equipment,Company_10,2023,177.294809,316.1796276,1910.790651,42914.8868,237.3847684,54.88089172,34.01774585,24.49205515,48.58411129,16.92995492,187,30.04299932,0,1,10,3,58.54437486,44.61834677,14.76451632,58.87460281
Technology Hardware and Equipment,Company_10,2024,426.8273759,530.3680804,811.3327561,12396.57893,330.6435898,34.59082327,44.39375085,35.66973402,41.88791505,17.02939351,909,25.66075358,0,1,2,3,84.91650478,14.84246748,32.09269719,91.44084844
Technology Hardware and Equipment,Company_11,2020,151.5914415,735.7448264,993.863854,7845.959344,971.5230094,94.54513459,21.68571384,45.36966156,34.39064926,12.31123505,120,11.80526786,2,1,10,5,50.44903006,23.68164105,19.63905919,63.96015715
Technology Hardware and Equipment,Company_11,2021,54.05755077,394.8345206,1150.881708,32194.63961,223.8880696,93.64719933,49.39710003,21.33049717,39.02650432,15.61759464,541,30.49328306,2,1,0,3,57.23207459,42.05189921,14.34665656,83.66377729
Technology Hardware and Equipment,Company_11,2022,409.895443,203.1952392,1536.513261,24182.60503,937.3627722,94.7168094,45.6909918,19.90719076,63.87684707,16.09021639,392,47.22310873,2,1,5,1,52.33857246,33.91239035,19.08430051,89.16428947
Technology Hardware and Equipment,Company_11,2023,58.41082541,638.6964221,1352.368336,41814.01616,551.2352364,43.84088584,30.71658893,19.45814826,64.58331973,19.99814234,318,19.85884395,1,2,0,0,59.12740694,15.00849211,13.71840257,57.16376618
Technology Hardware and Equipment,Company_11,2024,219.0418058,955.704402,1456.577921,31004.57572,670.4331461,63.75001322,30.55226386,25.89055953,42.20388447,16.91470131,931,15.57760124,1,3,4,2,60.5697019,38.81617246,19.51243422,93.83336162
Technology Hardware and Equipment,Company_12,2020,428.7695964,682.8531437,1183.335551,29101.99489,973.7045948,54.06347956,41.72476783,36.26379427,45.61376062,19.82434066,857,49.13298585,2,3,9,3,70.73308473,31.21458468,35.84875523,72.54435465
Technology Hardware and Equipment,Company_12,2021,205.5662244,725.5516863,1718.458929,18838.85811,991.2257177,44.26741972,29.85012798,27.32606561,63.92128836,6.379704176,808,36.96437751,0,2,7,5,55.45312893,28.39122543,34.15429279,90.70292865
Technology Hardware and Equipment,Company_12,2022,441.0723269,163.2230376,821.1224179,48181.34893,861.5349462,79.2546157,35.81936789,25.344187,49.79892179,17.43996337,518,44.16037572,0,3,8,4,86.88220129,49.58103605,13.34339723,68.68828623
Technology Hardware and Equipment,Company_12,2023,461.0427474,453.2319808,1755.438968,46378.3608,467.5932811,92.5959835,47.95804755,25.82122598,33.63145387,12.70690088,490,29.93608813,2,0,6,0,84.16596102,27.53561336,16.05818735,86.50375434
Technology Hardware and Equipment,Company_12,2024,347.9556892,512.6300032,1060.267967,37160.38935,865.0313999,88.20245649,44.72259055,35.38653634,49.28982783,6.513002395,731,23.18712798,1,2,4,0,50.35077665,18.11810364,37.33680596,50.18737616
Technology Hardware and Equipment,Company_13,2020,205.5915291,394.7418387,1880.596874,31533.81044,424.1017385,61.34954273,29.96178538,25.95491632,41.02968115,10.2547647,824,46.11089987,1,0,5,0,51.61467365,16.10491335,16.59496625,63.14616168
Technology Hardware and Equipment,Company_13,2021,180.2747733,767.7166902,1312.78393,12704.18966,514.7705612,12.8636843,30.92860182,42.35352135,68.29775551,16.62725729,950,37.38872014,0,1,0,0,80.40033229,27.07781213,38.66777897,83.93411948
Technology Hardware and Equipment,Company_13,2022,164.1142876,367.4462367,873.8153074,37337.61491,271.2116429,12.9153204,20.58861658,49.3857971,38.67268047,19.21754212,387,41.00710154,1,2,1,1,62.9623053,25.02583195,22.05208159,95.69435829
Technology Hardware and Equipment,Company_13,2023,229.2005434,886.0423092,1236.259028,31665.46283,917.7901321,88.02858673,22.10826766,43.0499437,55.41691187,12.30698998,220,36.40798518,2,2,7,3,58.80194787,12.18864121,17.28133085,55.79403861
Technology Hardware and Equipment,Company_13,2024,492.5730154,370.1989655,1429.174599,43933.55782,349.8554947,43.64157867,44.94058006,46.40050334,62.30557729,5.154085826,172,47.97537785,1,0,3,2,53.30984883,30.01184572,24.68689649,98.74113489
Technology Hardware and Equipment,Company_14,2020,304.8947129,492.0300946,326.3956137,32089.80247,252.720213,11.29485228,22.57117608,46.70570071,44.73841274,19.6083255,259,35.32384854,0,1,8,2,62.37209366,35.13871105,21.26316669,61.04170348
Technology Hardware and Equipment,Company_14,2021,87.3655176,935.1876322,1604.628456,10221.24865,225.9106188,87.66964049,39.99350492,17.34961188,35.77819007,16.92256506,276,44.39083694,0,1,3,4,89.91031265,41.86386626,31.9421963,55.19939864
Technology Hardware and Equipment,Company_14,2022,96.49479034,965.9878431,377.004957,39767.3221,295.7466393,16.5826279,39.2865534,26.21182712,50.2346262,15.53504057,677,10.39430914,2,2,1,4,69.13008177,38.99728544,32.32518578,59.45692782
Technology Hardware and Equipment,Company_14,2023,251.1932142,185.0695602,977.2232384,25086.86062,504.7622717,31.42753256,30.88752363,10.04802122,30.84411247,19.49240957,788,24.42774287,1,2,9,3,54.24313261,39.47376581,33.65601349,70.29144552
Technology Hardware and Equipment,Company_14,2024,191.5740621,954.3565243,718.516539,11140.96683,410.6066284,55.51137976,42.68744099,34.53220402,56.52783386,13.3685338,497,31.78802731,0,3,9,2,61.54056254,20.56587896,12.78683864,99.73932554
Technology Hardware and Equipment,Company_15,2020,421.6967309,587.9419818,1792.538067,44901.71525,270.1887694,75.55633373,26.09723263,46.2249452,40.26666789,19.45767223,396,44.41577472,2,0,5,5,75.57704378,37.83806811,30.51636489,85.11689509
Technology Hardware and Equipment,Company_15,2021,409.7948871,747.9064233,714.5993559,23181.64714,212.5909865,13.88098905,38.8554698,46.92144613,47.45166557,11.26373056,265,12.09143394,0,0,6,0,50.5274319,42.08814025,33.23301184,81.72986268
Technology Hardware and Equipment,Company_15,2022,115.5865187,422.31115,1247.552926,8991.949592,134.3710856,68.1786543,27.27020217,29.10173244,58.82486331,19.49272125,830,11.3117983,0,1,3,2,53.3661515,35.03928093,13.38029084,94.70548503
Technology Hardware and Equipment,Company_15,2023,65.19136852,828.3426792,385.6981934,45308.08143,425.7935051,52.25527421,26.52196661,24.67806853,55.98026081,17.65697921,421,26.70678619,0,1,4,4,70.38528196,10.64775462,20.17169223,75.14821172
Technology Hardware and Equipment,Company_15,2024,54.26951749,663.2144808,1925.777299,47178.47968,188.7659109,68.59686654,36.22293496,44.04715305,37.02858711,14.38552677,251,28.35518439,0,0,0,3,70.09273585,23.9649952,23.75685308,92.46825334
Technology Hardware and Equipment,Company_16,2020,349.4597953,850.3169293,1387.045964,28442.64371,444.8108776,45.3636137,46.64665454,16.06832719,39.35058576,19.49325415,500,23.6551604,1,3,6,5,91.30243317,23.58580824,38.85015853,59.66948395
Technology Hardware and Equipment,Company_16,2021,130.3420676,117.2840841,874.7935314,38538.73893,192.8753655,52.88616418,38.62808515,26.88005887,59.6671708,5.583744372,320,40.22236015,1,0,3,4,52.80623234,10.72355824,33.43642152,67.87546736
Technology Hardware and Equipment,Company_16,2022,139.9290695,585.9375162,268.4751279,22447.97146,564.7251363,81.58160051,25.02502043,46.98298594,57.01360834,13.03722286,537,40.95486009,2,1,2,2,77.5406188,39.43801206,26.80005247,65.01719914
Technology Hardware and Equipment,Company_16,2023,452.0151409,355.5186747,1826.963835,44471.64905,274.5493052,61.33019991,37.33069,15.13848673,42.35818628,5.466509724,646,30.32746734,1,2,1,1,57.01755413,29.58366961,28.17252236,66.71387878
Technology Hardware and Equipment,Company_16,2024,383.6735741,411.7009202,541.1263512,14800.73984,689.0927247,51.33170448,40.77223322,37.55111475,57.15898469,10.91670237,667,15.24360766,1,2,1,1,92.54784797,12.00473075,30.87857903,60.21980048
Technology Hardware and Equipment,Company_17,2020,51.35274067,783.7543025,1148.990238,40595.58319,879.0937136,29.36920166,41.14520271,21.82959573,37.85005276,7.120147031,783,29.24238526,1,0,5,2,78.85589053,36.39490925,17.11555198,68.94147362
Technology Hardware and Equipment,Company_17,2021,457.6721071,167.7070895,1142.009466,31135.99946,849.5107092,78.81402326,22.54324996,30.1056708,33.72148294,19.98688408,566,43.18287222,0,2,7,5,57.7018733,27.73924232,39.29183114,81.32870075
Technology Hardware and Equipment,Company_17,2022,160.8820575,760.281691,360.9019264,47406.17266,865.279206,11.83327288,42.15493932,45.86539854,44.19073117,5.375561876,420,23.56786167,2,2,4,1,55.31516275,22.42405342,13.84182672,68.40195383
Technology Hardware and Equipment,Company_17,2023,102.5253092,725.1611441,277.5114599,30933.90932,748.3987848,90.99238839,36.81897168,36.32342948,46.13886504,17.71514281,256,24.83892688,0,3,4,2,72.71359924,21.65508161,25.66717523,54.13527614
Technology Hardware and Equipment,Company_17,2024,462.7841441,685.147467,515.6668316,42903.1193,396.5313769,75.46199609,32.81749446,17.78505152,30.92495718,6.076107559,369,33.04668167,2,2,3,2,71.29469716,46.55028541,35.28596766,57.06260409
Technology Hardware and Equipment,Company_18,2020,318.252306,251.1174252,1035.684139,13452.80684,430.1407644,22.66339862,44.77593626,40.02996414,46.00291798,10.11887184,963,28.7426708,2,3,0,2,58.88373932,41.73299578,32.18450432,53.76029668
Technology Hardware and Equipment,Company_18,2021,454.6030632,889.9260147,1665.220785,26699.57374,636.3926462,56.57025863,37.23286042,11.20321352,59.86965011,5.842435239,691,15.65435737,1,0,8,4,72.28730152,42.59757495,39.49263173,56.23711598
Technology Hardware and Equipment,Company_18,2022,147.3361162,161.1532478,977.6271097,37258.9297,346.0690207,65.57066762,47.75552605,21.59698343,61.68538061,16.67254242,752,32.94254793,2,3,2,2,64.17257633,13.78499298,26.74696926,50.67936607
Technology Hardware and Equipment,Company_18,2023,106.7744276,434.0533008,663.4922421,9910.870718,981.3840663,88.10253759,44.45119792,27.18258524,36.1748663,16.92574353,632,42.9073292,2,2,4,0,65.68862138,49.46776189,30.84994834,73.56778287
Technology Hardware and Equipment,Company_18,2024,418.5337133,530.4894169,358.3789645,26886.04843,585.408159,39.45726844,29.80460363,31.5879962,46.42739983,14.69620276,332,49.59977534,0,2,4,2,66.23452116,49.67981336,10.89082445,68.68602842
Technology Hardware and Equipment,Company_19,2020,479.2218344,520.9060701,313.8929222,23074.10553,515.2112929,98.8716245,31.42790425,20.70411282,35.5141313,15.1933593,286,35.77666574,2,1,5,0,54.17258979,20.48563133,12.52467701,65.86320957
Technology Hardware and Equipment,Company_19,2021,362.0725432,880.4144477,1625.88448,48046.99432,167.148622,70.97531749,42.6046348,49.74470955,68.15150705,7.505226251,533,14.11879049,1,3,6,1,59.9713208,22.94197055,27.50721734,67.89259953
Technology Hardware and Equipment,Company_19,2022,201.2503242,464.8952764,1511.78507,27876.80411,956.0778168,14.60516615,28.64565422,43.53456219,59.70747162,6.590182767,826,42.44999283,0,1,2,1,98.58851369,19.14009289,37.93775469,66.00754266
Technology Hardware and Equipment,Company_19,2023,227.5642676,104.3557722,406.0497433,33793.74144,370.830726,33.95751069,23.41674911,45.40325827,44.08770927,8.01492067,169,39.14545615,1,2,1,5,56.09625755,16.88396816,32.74290003,91.45885841
Technology Hardware and Equipment,Company_19,2024,440.6909823,643.3599462,1731.227653,33020.10256,972.3737429,66.90552162,27.06693297,22.86135598,61.13080908,6.074475861,470,21.87188791,2,2,6,5,84.15145229,43.38390518,32.20592944,88.96486393
Technology Hardware and Equipment,Company_20,2020,350.8628091,146.4097461,1832.201757,35604.46357,765.4832983,57.03677505,23.45927444,21.53564219,55.99505987,17.75934893,609,29.72423097,0,2,7,5,55.52443343,19.26517004,21.89964751,71.77159997
Technology Hardware and Equipment,Company_20,2021,281.7683499,196.7888077,440.5185978,16791.5723,168.3245996,13.19975615,49.97441251,46.19900111,64.20538389,17.82757953,972,17.46475246,1,3,10,3,81.69162292,30.95685046,22.70677078,69.02766675
Technology Hardware and Equipment,Company_20,2022,175.4447606,980.790454,1164.583535,11976.15951,121.5798007,12.64056875,27.63442943,42.54997208,51.56672375,13.59041736,903,12.49951699,2,2,7,1,58.68524269,42.52013183,32.02686702,92.5480756
Technology Hardware and Equipment,Company_20,2023,389.402521,417.0048587,1702.343985,7443.312065,439.319797,14.93391035,47.96932009,15.33116212,46.81333173,13.31572324,693,17.46503421,1,2,7,5,50.42213231,22.48916234,19.62044038,77.39014009
Technology Hardware and Equipment,Company_20,2024,190.7198959,955.5708645,1481.293829,23632.33839,704.4589902,40.02338996,46.61968166,13.24296962,31.17878167,7.199762028,211,14.0710713,2,0,2,5,88.4093224,29.36773736,37.11658755,57.32379868
Technology Hardware and Equipment,Company_21,2020,295.635137,500.0177025,1814.511313,27151.32941,486.1868188,15.86420912,27.20199797,45.12857531,48.09477232,14.31403987,388,11.05849572,0,1,0,5,82.89618607,34.17915844,11.92234345,69.66404914
Technology Hardware and Equipment,Company_21,2021,392.6153588,471.0682194,1341.166993,30843.14414,122.4428164,51.41747539,46.58164484,26.38833722,39.86441665,8.76950376,657,25.3330602,1,1,4,3,76.16273184,42.381114,32.68013659,78.7754371
Technology Hardware and Equipment,Company_21,2022,416.9487113,530.1501166,1552.58156,40549.75144,142.4305743,54.64830363,40.07390129,37.33990563,61.26607063,10.77592195,754,23.09700849,1,2,2,2,63.24043859,23.45551162,10.68882539,94.82772266
Technology Hardware and Equipment,Company_21,2023,381.1803402,312.2717976,1173.261359,38808.22699,893.1788465,75.24832477,33.36900072,30.44362394,42.90277712,19.42511152,221,27.55863493,2,1,4,0,78.71831399,39.09745933,16.67695681,91.67362614
Technology Hardware and Equipment,Company_21,2024,345.1077833,212.933589,1153.810322,9594.676026,660.8569208,48.22468481,27.06105444,15.06463408,39.05033248,12.58845325,681,22.97117149,1,2,9,1,79.41893796,48.33449561,28.15212995,60.98571947
Technology Hardware and Equipment,Company_22,2020,364.7884028,274.932412,282.8318794,35220.79077,229.233443,88.37386861,26.90846441,21.9188373,55.89160865,6.237401655,204,40.95716093,0,3,7,4,73.54087808,25.26855613,14.29332375,94.93538805
Technology Hardware and Equipment,Company_22,2021,210.3702541,146.1264158,896.5540454,47916.05688,925.4018709,46.06017967,38.53120274,19.48565404,64.59900671,13.21048615,106,13.41618575,1,2,8,5,74.19906345,39.77357819,15.1389536,51.11516699
Technology Hardware and Equipment,Company_22,2022,123.7940036,980.8324693,1333.034503,24923.57983,374.7938343,41.66531826,44.73227532,14.43356658,32.31415693,7.078522719,992,24.60906863,2,1,4,1,73.53290255,27.68412572,17.40967434,92.66921576
Technology Hardware and Equipment,Company_22,2023,319.8604343,894.2688849,1319.938652,39248.42524,124.91918,16.23615418,38.67292441,48.13288092,35.02028627,13.60571405,462,27.39571888,0,2,3,5,59.42951281,44.03649317,26.6079725,58.65212001
Technology Hardware and Equipment,Company_22,2024,156.4356618,103.7084834,963.7154584,30210.84697,361.3580664,95.6876597,35.64945681,45.85872352,61.88187553,15.59425889,560,34.75517837,1,2,10,5,64.79898788,22.43869709,12.17089834,91.2972192
Technology Hardware and Equipment,Company_23,2020,312.0255047,398.2544317,373.5441904,49596.01582,819.5857694,26.56416545,41.85429444,31.59469663,58.46492779,17.40767978,751,29.15822977,0,3,4,0,73.2765813,42.89978017,12.22423203,80.09397303
Technology Hardware and Equipment,Company_23,2021,254.5905185,239.9250553,268.3707889,14790.4634,513.4779164,47.47653292,31.31687534,22.80126194,35.38928658,16.57254905,587,20.00672511,0,1,2,2,58.68280974,33.76094601,10.72579237,56.96945996
Technology Hardware and Equipment,Company_23,2022,139.494275,531.3671031,1683.604899,25839.71649,363.5851281,93.3689325,48.94353604,32.91597226,45.64054921,17.53308208,938,24.14705105,1,0,7,3,70.00721367,22.27512806,33.32247194,57.83927109
Technology Hardware and Equipment,Company_23,2023,486.5707506,305.7580249,611.7009875,15579.98823,255.1156391,85.16504405,29.03069257,40.35065496,50.58335212,5.810255129,494,35.24856314,1,1,0,2,62.76623591,31.98665036,18.72652206,76.42211479
Technology Hardware and Equipment,Company_23,2024,175.0191835,724.6604491,1349.490489,13941.30665,408.6669013,66.76597478,34.49813379,22.19056758,44.27078355,14.62198959,261,19.14018534,2,0,1,0,77.85879378,11.83215021,30.55643736,87.74875584
Technology Hardware and Equipment,Company_24,2020,470.5188283,591.4854544,1187.389853,11156.80338,179.2024071,56.90700157,25.51449395,19.03559925,43.24011829,19.19777068,353,46.58357218,0,3,10,3,86.24849715,44.73501578,10.02070654,81.16410068
Technology Hardware and Equipment,Company_24,2021,253.9539313,897.6763902,519.1403062,24778.92975,859.972829,95.52475484,29.75505223,28.21295732,63.9403831,10.3910485,740,42.10176151,2,3,9,2,64.95698863,29.05232759,30.9723976,99.48704376
Technology Hardware and Equipment,Company_24,2022,134.8259952,759.8690298,335.0393133,49616.90927,504.8333214,74.94141471,23.56971781,46.48617447,33.70629998,10.34669033,760,35.49796059,2,0,7,5,66.08594353,42.30841034,26.91754309,83.33931205
Technology Hardware and Equipment,Company_24,2023,74.40645512,871.6974325,328.7823139,12813.90938,676.666208,32.2718177,20.49213885,12.31681952,66.0697012,14.68944554,487,38.1639187,2,0,8,0,85.66977976,37.70520213,25.30571438,63.78785847
Technology Hardware and Equipment,Company_24,2024,431.7670814,453.9364493,1263.141403,49732.30148,443.8396559,40.04475732,30.02637123,37.56388545,33.61072151,5.392981524,390,46.02519015,0,2,3,2,89.64892482,40.84869976,21.03364838,84.28938601
Technology Hardware and Equipment,Company_25,2020,109.0508975,448.5785607,1814.970629,13348.02919,687.0953735,16.79223367,37.21109785,40.91669662,51.78589421,13.69790043,920,22.54173472,1,2,2,3,92.53760345,46.19653454,14.40695162,90.14637166
Technology Hardware and Equipment,Company_25,2021,335.6778589,333.5985981,750.6829245,19378.85546,293.8759897,74.26248615,26.73427176,19.29750233,58.11152015,19.09361389,709,43.08456364,2,3,8,1,76.43631802,42.67525088,20.99584188,54.85462048
Technology Hardware and Equipment,Company_25,2022,78.88727336,485.6954827,1476.659812,46498.38889,673.4879902,57.50942111,24.65346771,46.85436277,44.46303076,7.682492045,891,20.9140699,0,1,4,0,57.79738452,31.73705651,16.70540431,55.90834875
Technology Hardware and Equipment,Company_25,2023,448.7477697,696.1884086,1967.076647,18712.27113,656.0630373,77.22007309,27.19780269,15.02609383,69.0608787,15.445156,188,33.92452415,0,2,10,2,97.39815596,31.42305086,36.52936385,74.47338499
Technology Hardware and Equipment,Company_25,2024,219.1498408,358.913786,904.1668602,13813.08333,801.8415013,58.72715056,38.98599648,17.64164696,57.48785476,5.60774313,125,33.36036894,1,3,7,4,53.11435979,40.92583168,17.16342305,60.93965944
Technology Hardware and Equipment,Company_26,2020,369.2961237,915.1780243,1069.197331,23047.69306,818.590157,72.77121468,49.56125058,11.68123349,41.93712999,18.33107319,965,40.8063738,1,0,2,2,57.54542959,19.20302228,20.30363239,65.48099996
Technology Hardware and Equipment,Company_26,2021,370.9144108,751.5907365,1042.59091,27634.52145,799.4019016,71.94078278,28.472795,42.65006163,63.9997025,11.492023,588,41.40539798,2,0,1,2,60.20844755,11.05808771,38.79982124,93.35203604
Technology Hardware and Equipment,Company_26,2022,294.9501029,669.6847078,1677.930714,38360.19745,491.5363184,29.32462474,40.32619678,28.14877247,37.84423293,11.77624084,566,41.27529768,1,3,2,4,90.77977629,36.39498233,34.97330073,64.62408089
Technology Hardware and Equipment,Company_26,2023,369.7541846,701.9868933,986.6508322,14457.72039,127.8825461,25.11716875,37.93960263,21.77189503,51.23735855,13.94938759,116,14.53968336,0,0,8,5,72.4047333,40.40195478,35.20704786,92.44737302
Technology Hardware and Equipment,Company_26,2024,372.5427327,881.3369961,714.0762905,35201.47063,217.1842915,97.05057468,33.99321205,19.31061997,67.08658805,8.23953448,523,32.34487353,0,1,5,5,50.24374486,21.43679277,16.48580744,52.04182924
Technology Hardware and Equipment,Company_27,2020,463.3157092,551.9070424,1079.168819,48229.42226,283.7775549,10.92634743,40.19066319,11.18959215,43.39001088,19.41283561,728,49.56148849,1,1,1,1,59.89823589,49.92599465,31.69259934,69.89826554
Technology Hardware and Equipment,Company_27,2021,219.695615,479.3463069,1870.947963,42206.10747,268.646428,81.38205911,21.6641548,27.2255358,44.35401302,7.499467896,584,38.7795095,0,2,4,4,58.71646491,13.58891962,10.55366456,99.3368616
Technology Hardware and Equipment,Company_27,2022,395.5316407,375.4806566,1792.307808,22946.94623,951.6064266,64.28016781,39.71813007,29.36963332,67.06256369,15.25606426,804,23.74289306,0,2,10,4,94.46618607,40.214568,10.95979844,92.61355846
Technology Hardware and Equipment,Company_27,2023,67.73921856,208.9572467,428.9341165,6988.8612,927.9515464,21.44644588,33.77840601,10.39249182,43.96392367,12.03514185,186,10.570461,2,1,2,1,76.92105372,40.96752017,38.52067302,72.10312847
Technology Hardware and Equipment,Company_27,2024,118.4940899,341.767576,689.4138308,18485.2025,903.2799632,40.96325477,42.92682393,18.5173687,64.48303446,16.19872659,334,29.10782122,1,3,2,2,92.23907023,31.93856111,10.04081648,58.06759974
Technology Hardware and Equipment,Company_28,2020,55.00896389,569.4953541,1364.94588,42431.89545,924.5945815,34.91969791,29.8998904,24.37631237,53.9850051,5.540931295,984,38.97435163,2,1,10,5,87.36932208,14.12749268,15.69507415,73.8648439
Technology Hardware and Equipment,Company_28,2021,214.9761951,634.5991177,1119.910319,20930.10075,223.1551861,38.65826193,49.77073875,27.61288457,40.82729057,18.5634491,174,37.61922105,2,2,5,3,90.37066946,38.93133547,28.52696124,82.41942568
Technology Hardware and Equipment,Company_28,2022,290.2426641,228.882342,1428.304848,9450.560412,592.4416822,55.8068509,44.93616003,16.76435744,41.90985468,14.59949174,237,19.81862749,0,1,6,0,54.09693629,17.3740483,32.79476945,97.39446295
Technology Hardware and Equipment,Company_28,2023,453.0039124,122.7019657,371.103692,23293.58689,758.7736678,18.51421761,33.65899686,45.96941119,31.94334154,14.58712734,431,48.46244845,0,1,4,3,72.63262455,33.59406957,22.7863965,53.87786083
Technology Hardware and Equipment,Company_28,2024,87.52835133,951.5889755,200.9446514,41464.13976,652.8588574,40.09393873,31.15411092,36.98350472,64.7643223,14.51165331,203,41.86548642,1,2,6,4,62.78989431,33.58503289,17.50675756,57.89570312
Technology Hardware and Equipment,Company_29,2020,76.95413465,426.2874005,844.6143091,43119.57179,933.0131654,92.26946597,34.86242847,38.2357615,66.26338553,15.17767115,857,12.42732064,1,2,10,4,52.98598138,25.49665922,23.031624,61.77433498
Technology Hardware and Equipment,Company_29,2021,439.504233,139.9193968,576.8749988,17732.75227,176.961963,38.18411171,35.7106564,23.74079459,65.74316632,13.20886652,337,16.73986705,2,3,6,3,64.99926481,18.6927369,21.41619094,67.32705045
